First Name,Middle Name,Last Name
DATUMERO,DALGAN,UTTO
KIBOT,TINGIH,USMAN
GIL,RAGA,UNAY
JARIDA,TAWASIL,UNDUG
JONNAH JOHN,BLANCO,UNGAB
JUNAID,TORONDAYA,USMAN
MOHALIDIN,NORODIN,USMAN
MELODY,RIVERA,RAPALLO
STEVE,,ULANDAY
KAREN,ANGARA,ULARAN
LILIBETH,CASCO,ULEP
KAMIDON,MAMALUMPONG,ULILISEN
FRANCISCO ARTURO,PINEDA,RANCHES
ALAN,,RAÃ‘OLA
FELIPE,BUNDANG,URIETA
EDUARDO,PATIÑO,URQUIA
EVELYN,DAMILES,URSONAL
DOÃ‘A CRESECIA,REYES,TESORO
MARCELO,,RAÃ‘ISES
FERNANDO,,TEJERO
GLORIA,MACEDA,TEJOME
LORIDO,TIGON,TEMONIO
JOSE,,TEMPLADO
LEO,,TEMPLADO
EFREN,MALONG,TENERIFE
CORNELIO,,RAÃ‘ESES
JOZYL,,TEMPLONUEVO
LORNA,CABRERA,TESIORNA
MARLON,,TERUÃ‘EZ
HILARIO,ARGONCILLO,UNTAYAO
ROLLY,GRANADO,UNTUA
BERNARDO,COLET,URBIZTONDO
ROMEO,LAPID,VALENCIA
EMMANUEL,SALAYO,TORRES
FRANCISCO,GOTICO,TESIORNA
ROHAIDAH,BAGUAN,RAKIM PACALA
ELAINE,ESMAS,TEOPE
MASITA,UPAM,RAJAH PANDALAT
RENATO,BANSOLAY,TERENG
AMELITA,GEÑOSO,TERO
JOVITO,,TERREDAÃ‘O
VIRGILIO,TORRES,TERUEL
BERNARDO,CHAN,UY
MAYBELL,,VALDEVIESO
MELANIE,,VALDEZ
FLORENCIO,LOPEZ,VALDEZ
LEOCADIA,CASEL,VALDEZ
ROMELY,CORPUZ,VALDEZ
ROSEMARIE,SIBULO,VALE
EUGENE,,VALENCERINA
FRANCISCO,BORJA,VALENCIA
CHRISTIAN,WAN,UY
CYNTHIA FE,BELCHEZ,RAS
ARAFAT,ALABAO,RASCAL
ROGER,RANOLA,RAPERA
JAMIL ROMEO,SEGUNDO,UY
MARK,,VALENCIA
APOLO,,RAPSING
AL,,UY
JAYVEE TYRON,LIM,UY
STEPHEN PAUL,LOPEZ,UY
MILA,,RAQUID-ARROYO
CHRISTIAN PAUL,WAN,UY
JEFFREY,ILAGAN,UY
SABINO,SARI,VALDERAS
JOHN,TIU,RANILE
EDUARDO,GAMBICAN,UMAMING
GEMETRIO,TENORIO,UMANDAP
RICARDO,,RANILLO
JEOFFREY,AGAMATA,UMBAO
CECILIA,CANOY,UMBAY
ADAM,LACANARIA,RANIT
RUBEN,OAMIL,RANJO
PANGNALAN,,UMPA
SEBEDIN,,UMPARA
LINA,TOMAS,UNAO
CZARINA,,UMALI
EVANGELINE,ROSCO,UMALI
GODOFREDO,,UMALI
LORETO,,VALDEPEÃ‘AS
MALIK,ALAP,UYAG
KEN NIÃ‘O,TIRO,UYGUANGCO
LESLIE ANN,GO,UYVICO
CLAYFORD,,VAILOCES
NOEL,,VALDECAÃ‘AS
FELIPE,CASIÑO,VALDEHUESA
MAC ARTHUR,LUCES,VALDEMAR
SORAB,,VALDEPEÃ‘AS
CONRADO,,RAPER
DAISY JANE,BANUGAN,POLANCOS
JIMMY,PACIA,BALINGIT
ALVERA,,RIMANDO
ARTHUR,CARLOS,RIMANDO
HULGAR,,RIMANDO
ISMERALDO,MARI,RIMANDO
MARIVIC,ESTRADA,RIMANDO
NESTOR,BERO,RIN
MEA,FLORES,RIO
DAXIE,,RIOS
MARIO,LINGAHAN,RIVADULLA
GREGORIO,GENEROL,RIVAS
PUKUNUM,H.ROSHAID,PISONDANG
BONIFACIO,VECINA,RIVAS
REYNALDO,,RILLO
HAIRA,LAZARO,RIVERA
CARLO NIÃ‘O,CASTRO,RIVERA
MARVIN,CASTRO,RILLO
CAROLINA,LAYUGAN,RIVERA
ROBERT,PATIÑO,RIVERA
DIEGO,PRUDENCIADO,RIVERA
CHRISTIAN,IBAY,RIVERA
ARMANDO,CAMANGIAN,RIVERA
ENRIQUE,OPALALIC,RIVERA
REYNALDO,RIDULME,RIBERAL
JANET DELOS,SANTOS,REYES
WILLIAMSON,REYES,PO
ARBEN,ROMERO,ROSAS
JUPITER,MALAGA,ROSELL
CHARLIE,CALIZAR,ROSETE
ROWELL,FERNANDEZ,ROSIT
MYA,,ROSOS-TENORIO
ROY,MINERALES,ROSTATA
EMILIA,,POBLETE
NESTORIO,REMOTO,RUBIA
FELIPE,OTARRA,POGOY
JOSE,ROUX,ROSARIO
JEYANNE,PALAD,POBLETE
JENNIFER,ANTIQUERA,ROXAS
EUFEMIA,ROQUE,ROXAS
NAPOLEON,CACHOLA,ROXAS
MARIA FE,,POBLETE
LORD ARNEL,FUENTE,RUANTO
YULIE,,RUAYA
RIZALDY,SUYAT,ROSARIO
ESTEBAN,,PIOK
JOSE,RUADO,RIANO
FRANCIS,REANO,RIANO
CHRISTIAN,VILLAVERT,RODRIGUEZ
JUSTINO DOMINADOR,,RODRIGUEZ
MARGELIE,ASPIRIN,PLARISAN
EDUARDO,,RODRIGUEZ
AZUCENA,GASTA,RODRIQUEZ
JUAN,TODOC,RODULFO
BENITO,LITERATUS,ROFEROS
LEON II,BORJA,ROGADOR
NICASIO,TRINIDAD,PLANAS
NEIL,,PLANDO
STANLEY,KALAW,PLANCO
TRESA,PANTILO,PLACENCIA
SHIELA,REMINAJES,RIVERA
AMOS,BARTOLOME,RIVERA
OMARADJI,,PIZARRO
ALVINE,ROSAS,PIZARRO
ANDY,GLINO,RIVERO
EDUARDO,QUEZON,RIVERO
ROSELLER,HAMMER,RIZAL
JOSE MARI,CAÑEDA,ROA
ALICIA,,PIZARRO
PASCUAL,RUIZ,PLACENCIA
MANUEL,DATUIN,RODA
DOMINGO,CLERIGO,RIFAREAL
MARIA CRISTINA,CORPUS,RIGOR
BONIFACIO,CASTILLO,RIGUERA
SCHUBERT,,RIÃ‘OS
MARIA ESPERANZA CORAZON,,RILLERA
CONCEPCION,MARINDUQUE,RICAHUERTA
ELMERSON,PILAR,RIEGO
JANEM FREE,BARNES,REYES
BENEDICT,LUDIVICO,REYNANTE
ROSARIO,SOLON,REYNES
MARIA,,REYNOSO
CATHERINE,,REYES
ROBERT,RAGUINDIN,RIEGO
GERMAN,CHAVEZ,RODEGERIO
CHRISTOPHER,MANAOIS,RODRIGO
RICHTER,ABIAD,RODRIGUEZ
GENEVY,SALVANERA,RODRIGUEZ
WILFREDO,,RODRIGUEZ
MARIA,,ROBREDO
NORAIDA,CARAANG,RIVERA
RAINIER,QUIROZ,RIVERA
ROGER,CATAPANG,RICALDE
MARIA,MONFORT,RICAPLAZA
SHERWIN,NICOLAS,PIOQUINTO
FREDDIE,AGCARAO,RIDAO
HANS,BITANG,POJAS
BRYAN,BALIGOD,RUMA
ELMER,CASTAÑEDA,PILLAS
LILIA,GALACIO,ABELLANA
NELSON,BEDUA,PILLA
MARK,EDEN,ABELLA
EDSEL,CASTILLO,ABELLA
ABELARDO,SOLIDUM,ABELITA
NENDELL HANZ,LO,ABELLA
APOLINARIO,ALCASID,ABELON
RODEL,,ABICHUELA
AMADOR,VEGA,ABICHUELA
AGRIFINO,FORONDA,PILAR
MA. VICTORIA,CO,PILAR
WILFREDO,NICOLAS,ABESAMIS
ZOSIMO,LARGO,ABELLANOSA
RANULFO,JUAN,ABELLANOSA
CARLO,FERNANDEZ,ABELLANOSA
BENJAMIN,,RONDINA
ONASIS,QUIBEN,RONQUILLO
ADOLPH,BORJA,PLAZA
MARIA,CURATO,PLAZA
FERDINAND,GOMEZ,ROMUALDEZ
HERNANE,GEDOR,PIO
ROLDANITO,SONZA,REYES
AGUSTIN,SALATAN,ABELLON
ZARDI MELITO,DULAY,ABELLERA
LETICIA,NAQUILA,RONQUILLO
LEO,,ABESAMIS
ROY,JORDA,ABDUL
FELIPE,CARIASO,PIMENTEL
ABDULWAHAB,MACABAYAO,ABDULLAH SATAR
ALIBASHER,,ABDULLATIF
ALVIN,VEYRA,ABEJUELA
JONAH,,PIMENTEL
EMMANUEL,CUPAT,ABEJERO
IBRAHIM,BALINDONG,ABEDIN
DANILO,NILO,PILON
SELDIO,LABUAN,PILONGO
NAZIF AHMAD,,ABDURAHMAN
HARIPA,HATAB,ABDURAHIM
HADJI,,ABDULSALAM
MA. LUISA DE,FUENTE,ROMUALDO
JOAQUIN,,PIMENTEL
MAMATANTO,ABDULRAHMAN,ABDULATIP
CRESTITO,,ABES
AMBROSIO,LASCANO,ABERGOS
BERNARDO,DAGSALLO,ABENGOZA
NENA,RADOC,ABELA
NASSER,MAMALO,ABDULLAH
YAHIYA,UPAM,ABDULLAH
ABDULRAHIM,PANADZANG,ABDULLAH
YAHIYA,SALENDAB,ABDULKASAN
BAINALONG,DIMANANAL,ABDULKARIM
TRISTAN,OBRA,PIMENTEL
MARAD,AYATAL,ABDULKARIM
MAMA,MIDTIMBANG,ABDULLAH
ABDULCADIR,DIPATUAN,ABDULCARIS
ABDURAHMAN,LIFAE,ABDULATIP
ALWYN,,PILLOS
JURDIN,MODINA,ROMUALDO
LOUBERT LYLE,IMPROGO,POCULAN
JOHN JR.,FONG,RUFINO
MELANIE,,ROÃ‘A
EMELYN,BULFA,ROSALES
HERMINIA,,ROMAN
WILLIAM DE,GUZMAN,ROMAN
ALEX,,ROMANO
DARIO,GORGONIO,ROMANO
WENNIE,RAFALLO,ROMANO
GERONIMO,DEJAN,ROMANTIGUE
BANNIE,,ROMAPUNUT
CESAR ,MALA,ROMERO
MAVOURNEEN,,ROMERO
ROMEO,HINOGUIN,RUEDAS
SUSANO,LUZURIAGA,RUPERTO
MARCOSA,TORDA,RUSIA
BENZEN RALEIGH,GREPO,RUSIT
FELIXBERTA,LAGUNA,POLANCOS
IMELDA,CALIXTO,RUBIANO
ANTONIO,MORALES,RUBIN
RENE SR.,VILLASOR,RUBINO
ANTONIO,GUIA,POCHE
CLAUDIO,ADORABLE,ROMERO
LAKAN,GUTIERREZ,ROQUE
JEAN,,ROQUERO
PAUL ANTHONY,,ROSACIÃ‘A
RODRIGO,ALCULAR,ROSAL
JULIUS,SIBLON,ROSALES
AVELINA,SALIGUMBA,ROSALES
SALVADOR JUAN,GUBALLA,PLEYTO
MARIA,FLORES,ROSALES
FELIX,,PLOTEÃ‘A
BERNARDITA,ANISTOSO,ROSALES
MARIO,FLORES,ROSALES
ROSS,GARCIANO,ROSAL
RONIE SR.,LERIN,ROLUNA
ANTONIO,MOVEDA,ROMERO
RODRIGO,MENDEZ,ROMA
RODOLFO,LUCERO,ROMA
ERWIN,TRESMARIA,ROJAS
PHILBERT,TEVES,ROJAS
MARISSA,MENDOZA,ROJAS
SIMEON,MARTIN,PLATON
GLORIA,ALIPAYO,PLAZA
CASTULO,,PLAZA
ROBERTO,MONTILLA,ROJAS
VICTOR,,ROJAS
JUN,RUBINA,ROLA
RHINE,IBABAO,ROLDAN
ROSEMARIE,,ROLDAN
LAARNI,CAPISPISAN,ROLLON
RICHARD,,ROBES
OSCAR,,PEÃ‘A
VICTORIA,LANUEVO,PELICANO
ARTEMIO,KATADA,ALVARICO
ARLENE,RAMOS,ALVAREZ-REYES
GEORGE,,ALVAREZ
MARIA,,ALVAREZ
ANNIE,SAMSON,ALVAREZ
JOSE,,PELIPAS
FRANZ JOSEF,ESPINA,ALVAREZ
RICO,NERA,ALVAREZ
DOMINGO,LAYSON,ALVAREZ
VIVIANE,,ALVAREZ
PATRICIO,AMBAT,PELLO
TEKILA,,ALVAREZ
JOHN,TAY-OG,PELEW
SHAJID,PANGILAMEN,PENDATUN
AMELITO,GAMBA,ALIMAGNO
TOMMY,PANGILAMEN,PENDATUN
GANASE,MALAC,ALMADA
RICHARD,IBUSAG,ALLERMO
AL GODFRED,GILLE,ALLAS
JOHN,,ALLADO
ERNESTA,GABO,ALLADIN
ERIC,MONTELLANO,ALIVIO
DOMEL,NADALA,ALLEGO
VINCENT,KHU,PELAEZ
LORETO,SAHAGUN,AMANTE
JULIUS,TELLIDUA,ALPAS
ABDULSALAM,,ALPA
PEDRITO,,PEÃ‘A
ROMULO,,PEÃ‘A
PATRICK,,PEÃ‘A
FORTUNATO,,PEÃ‘A
ELANITO,,PEÃ‘A
ROBERT,ANCHETA,ALTAMIRANO
HEXILON,GUIDOTE,ALVAREZ
BEATRES,CRUZ,ALVAREZ
FELIPE,TARRAY,ALVAREZ
AMELIA,,ALVAREZ
ROLAND,,PEÃ‘A
BACKAR,ARING,ALIMON
JOSE MARI,,PELAEZ
JULIE,CABALDO,AMANTE
MA. ANGELICA,MALBAS,AMANTE
SALAHODIN,ABDULLAH,AMAIROMAG
ERBAN,RECOSOSA,AMAHAN
ELIEZER,BELOCURA,AMADORA
PROTACIO ,CONDE,PENA
DARIUS,,PELAYO
LUISITO,SOLIMAN,PELAYO
BYRONE,BELISARIO,ALZATE
ALAN,,PELENIO
RENE,VILLAFLOR,ALQUIZOLA
MARCELINA,JAVIER,ALZATE
DONATO,BASA,ALVAREZ
ANTONIO,,ALINDOGAN
JAIME,AGAD,ADLAO
ANSARUDDIN,,ADIONG
ALI,,ADIONG
MARIVIC,VICMUDO,ADAWAG
EVELYN,AMOMONPON,PESIDAS
MA. THERESA,RIBO,ADLAWAN
CECELIO,CALAMBA,ABUHAN
ANNABELLE,CATUBIG,ALMIRANTE-BIRONDO
VERONICA,,PEÃ‘ALOZA
JESSICA,,PEÃ‘ALOZA
ALVIN,CONDEVILLAMAR,ALMENDRAS
DARWIN CONCORDIO,LABIAL,BALINGIT
FLORENCIO,ANURAN,PESIGAN
KIM,TAONG,ADAN
EJAN,TUNGGAL,ADAM
KARLA,MONICA,ADAJAR
GRANDEL,CALENDACION,PESIMO
FLORO,GARCES,ADAJAR
SANTY,QUITANIG,ACUT
SHANDEE,,PESTAÃ‘O
MICHELLE ANN,,ACUÃ‘A
ALIODEN,,ADAPUN
DIAMON,DIMASANGKA,ADAPUN
RAYMUNDO,GENERALE,ADLAWAN
JEFF,,PEÃ‘ALOZA
FLOR KENNETH,ALDERETE,ALOBIN
RICO,,PEÃ‘AFLOR
ELNORA,GORRE,ALNGOHURO
LENA,CALUGAS,ALMORATO
DELIO,,PEÃ‘ALBA
EVELIO,,PEÃ‘A
EPIFANIO,AYING,ALISACA
NICASIO ,MOCNANGAN,ALIPING
JOE,,ALIPAO
ARLIN,IGNALIG,ALIPAO
JESUS,FAUSTINO,ALISASIS
JOSEPH,TUBARAN,ALINDADA
NIEL,,ALMEÃ‘ANA
FERNANDO,SISCON,ALMEDA
EPIFANIO,,PEÃ‘ARANDA
THOMAS,BUGTONG,ALMAZAN
ROBERTA,,PEÃ‘ARANDA
LYDIA,LODRIPAS,ALMASA
THELMA,,ALMARIO
MARIA NENA JACQUELINE,BELDIA,ALMEIDA
RUBEN,ALBANO,ALONZO
THELMA,,PEÃ‘A
ANGELO,BELIZARIO,ALONTE
SABAS,,ALONSO
MIGUEL,,PEÃ‘A
JOSE,,ALONSO
WESLEY,GAMO,ALONSO
FAITH,CAJOCON,PENADOS
AURORA,,ALMONTE
SUSAN,LUMIWAN,PENGITON
MUSIMAR,RAJA,ALIH
JOEL,SEVILLA,PENIDO
ANDRO,SUMAYO,PENIERO
JULIET,DARISAN,ALIGA
EUSEBIO,,PENSERGA
NICOLAS,LAMELA,ALICANTE
RONALD,YOROBE,ALFELOR
FRANCISCO,,PEPITO
NELLY,MANSUETO,PEPITO
RODEL,ROSARIO,PEPITO
HADJI NALIL,LANI,ALIH
RASIDIN,SAHIDULLA,ALIH
GEORGE,,ALIÃ‘O
SALIC,SARIP-DATU,ALI
MUSTAPHA,MANGOTARA,ALI
EDITA,MAGBOO,PENTINIO
ANTHONY,CERAME,PENULIAR
NARPIL,ABELLANA,PEPITO
CHRISTIAN,TOSOC,ALFELOR
SALMAN,MINDALANO,ALI
EDNA,MANGUBAT,ALIBUTDAN-DIAZ
MOADZ,ALI,ALIM
NASSER,BURO,ALIM
CHRISTOPHER,PADILLA,ALILIO
CHARISMA,,ALILIO
EMMANUEL,,ALEJANDRINO
RONALD,MALLARI,ALEJANDRINO
FEDERICO,BALLADA,ROBILLOS
ANGELINA,VALERO,ROBLE
RUTH,EMPALMADO,ROBLE
EXPEDITO,,ROBIÃ‘O
MICHAEL,DALUMPINES,ROBLEDO
HECTOR,MATIGNAS,ROBLES
KATHRINE,,ROBLES
VINCENT,ENDOMA,ROBLES
GINO,PADILLA,PLACIDO
JESAH,TELLO,PENTIN
JOEL,,ALEJANDRO
FRANCISCO,PANTILON,ALDEA
LIWAYWAY,SARMIENTO,ALDEA
RUEL,OBOR,PEPITO
RONIE,PADROGAYA,ALEGRIA
AL RYAN,SUMICAD,ALEJANDRE
ANGELA,VILLANUEVA,ALFARO
JERRY,DUYAO,ALEJANDRO
RENATO,OLELA,ALER
JOBY,NAPERI,ALEMANIA
VIRGILIO DELA,CRUZ,ALEJO
JASON,MANUEL,ALEJANDRO
MARIA,,PEPITO
ALADIN,ABDULWAHAB,ALI
JULIAN,LANUTAN,ALBORES
RHODORA,SERRANO,ALCORAN
ROLANDO,SISON,PERALTA
BELINDA,CINCO,ALCOBER
EMILYN,REYES,ALCAZAR
MARIA VIRGINIA,AQUINO,ALCASID
NESTOR,BUSNAG,ALCARTADO
RONALD,HACHERO,ALCANTARA
MARY,,ALCANTARA
JOSEPHINE,,ALCANTARA
GIOVANNI,HILARIO,ALCANTARA
MA. FELISA,DEMESA,ALCANTARA
ALFONSO,MAGRILOS,ALCANTARA
NASIB,MAMINTAL,PELSO
LIGAYA,MARTINEZ,ALVARADO
DAN,OBISPO,ALVARADO
AMADEO,,ALVAÃ‘IZ
MOKTAR,,ALIM
VICTOR,VILLARAZA,ALIM
ANACLETO,ALMENDRAS,ALCALA
FREDERICK,ASOY,ALBIOS
EDWARD,CELIS,ALBIN
FLERIDA,,ALBERTO
ARNOLDA,MEJARITO,ALBELDA
JIMMY,SUICO,ALBARRACIN
VIRGILIO,PABATE,ALBARICO
MARIA,,ALCALA
ANTONIO,TAGUINOD,ALBANO
DOMINGO,,ALBANO
JOSELITO,CORREA,ALBANIO
FELIX,,ALBAÃ‘O
MUJAHIDEEN,BAJUNAID,ALBA
MIGUEL,CAMINS,ALAVAR
MARY,LECHUGA,ALAVADO
MARCIAL,,ALAVADO
ASLANIA,ADAP,ALAUWIYA
ROWLAND,ALBANO,ALBANO
MA. LUDES,DELANTAR,ALCORIN
MONER,ABDULLAH,ALI
ABDUL HARRIS,UMPA,ALI
ELIAS,,ALAYAAY
JOSE MARI,BUENO,ALBANO
CHRISTIAN,ORIEL,ALARCON
ANTHONY,SOLERO,ALARCON
RAMON,VENTURILLO,ALASKA
MELCHOR,BERNADAS,ALARCON
GENARO,BELEN,PEREZ
JOEL,ALISON,ALANGSAB
ISABELO,DELGADO,PEREZ
AL-EKHZANMAN,MAMACOL,ALANGADI
MA. FE,MUÑOZ,ALARCON
OMAR MOCKTHAR,TAN,ABDULPATTA
RAMONCITO,MATA,ROBLES
DAUD,MUTAMAD,ABDULMAJID
ANTONIO,DEIPARINE,BACALTOS
ARNULFO,,BABE
CARLITO,PEÑA,BABAYAN
MARLON,CARAUSOS,BABATIO
CHRISTOPHER,LOPEZ,BACHILLER
SEBASTIAN,CABASALAN,PARALEJAS
ALIOLA,MACABANGON,PARAMATA
LEORAVI,PALEC,BACOS
ROMULO JR,AGUINALDO,BACORRO
EDEN,GERADO,BACORDO
CHRISTIAN,AMARILLE,BACOLOD
JORGE,,PARAÃ‘AL
EUNIZEL,SANCHEZ,BACOLOD
RESURECCION,,BACANI
ROEHL,BARTOLATA,BACAR
MARCOS,DAYAG,BACCAY
AURORA,ALLAYBAN,AVE
FERNANDO,,AVANZADO
ELLAINE,HONRUBIA,AVANZADO
NOVA,ENGRACIA,PAROJINOG-ECHAVEZ
HOMER,,AVANCEÃ‘A
NOE,MATUGAS,BACOLOD
CARLITOS,ACTUB,BACULIO
FLORENCIO,DILOY,AYOS
MAGNO,ABIQUI,BACCAY
EMERITO,DOLATRE,BACAY
ANGEL,PALCONIT,BACATANO
JUSTITO,JABINAL,BACARRA
MENCHU,GERALDINO,BACOL
AISHA,MANGOTARA,AZIS
ROLANDO,HERMOZURA,AZNAR
BONA FE ,,PARAYNO
NESTOR,LARUAN,BABAN
JOEL,,BAAWA
JOENA,BOLIVAR,PARCO
DENNIS,CADUNGON,PARCON
JACINTO,ONTANILLAS,PARCON
JO ANN,CAGATAO,BABARAN
EVELYN,MARTILLO,BACLEA-AN
SHEELA,DEFENSOR,BACLAAN
MARILYN,ALZATE,AYSON
JAIME,ESCOBAR,BABARAN
LEONILO,FLORES,AZCUNA
MILA,CANO,AZARCON
SAIBEN,MABA,AZIS
HAIDE,REYES,AYUSO
HILARIO,LUMAYOG,AYUBAN
PATRICK,LIM,AYUBAN
MILLING,MATLIH,BAKKAL
CORAZON,MAGBANUA,BACULINA
FERDINAND,ALICANTE,AVIS
HONORATO,TABANAO,AVILA
CLEOFAS,,PARIÃ‘AS
PERFECTO,,PARIÃ‘AS
PABLITO,MUNGAO,AVISA
DANNY,MACO,AVILA
FRANCISCO,RONQUILLO,AVILA
JOEL,GAYLO,AVILA
LEONARDO PLACIDO,RAMOS,AVILA
BELLA,,BALA-AN
SHIRLYN,,BAÃ‘AS - NOGRALES
RUBEN,,PAPACOY
RICO,,BAÃ‘AL
FLOREFEL,,BAÃ‘ACIA
RONALD,MAGBUHOS,PAPAG
JOHARI,,BAÃ‘A
GAUDENCIO,FORTUNADO,BAJA
RETCHELL,BATAS,BAJARO
MARCIAL,,BAJE
MARLON,TURGO,BALAGTAS
ROMMEL,SUMOLBANG,PANTULOC
REYNOEL,ANGELES,BALAGAPO
LEO,,BALABBO
SUSAN,ASEQUIA,BALABAT
IKIE,LOMONDOT,BALABAGAN
ADONIS,LOCOP,BALAGTAS
ARNOLD,TAGLE,AUSTRIA
RONALDO,,PARREÃ‘AS
JOSEPH NILO,,PARREÃ‘AS
NICKANOR,NARVAEZ,AUSTRIA
LUZ ,ROSARIO,AUSTRIA
JOSE,,AUTENTICO
ERNESTO,,PARREÃ‘O
NELSON,DEDACE,AUSA
ALLAIN,CABAYLO,PARRILLA
JOEL,LIAS,AUTIDA
RENATO,ATIBAGOS,AVENIR
NESTOR,PUERTOLLANO,AVENIDO
OCTAVIO,OZAMIZ,PAROJINOG
MARK,,AURELIA
ALFREDO,AMOK,AWICHEN
EUNES,CAPA,AYOD
DAISYRE,SABIJON,AYO
REY,QUINDAG,AYO
JAY-R,RAMIREZ,AYING
FEDERICO,AVESTRUZ,AYES
JOSEPHINE,ESPADILLA,PAREJA
MACAAYONG,MAMOCAN,AYAON
ELMA,,AWINGAN
INGGA MACAUYAG KAWI,ABDALLAH,AYONGA
ANGELITO,GABONADA,AYAM
GERALDFORD,NABUA,BALBIN
ROMEO,PIKILAN,PANTAG
JANICE,LIBAN,BARILLO
GLENN,FUENTES,BARICUATRO
GAVINI,CRUZ,PANCHO
DARIO,SALAHOP,BARLITA
LEOPOLDO,GORERO,PANCHO
HENRY,BENDECIO,BAREJA
MARIO,,BARCENAS
DOMINGO,VIOVICENTE,PANDAC
GILBERT,,PANAYAMAN
JESPHER,RARAS,BARCELONA
MARIO,SUNICO,BARRIENTOS
BENJAMIN,RAMILLOZA,BARROGA
RONNIE,IBO,PANADERO
ALEEM NOR,THOPA-AN,BASARUDEN
GILBERT,LUCBAN,BASARTE
PEPITO,TORRES,BASANGAN
EHZEL,BARRIENTO,BASALO-GANZAN
ERIC,CALAMBA,BASALO
JOEL,,BASAÃ‘ES
RAUL,,BASAÃ‘ES
EMMANUEL,,PAÃ‘A
LYLE,LEBAQUIN,BARTOLOME
ANTONIO,PAGUYO,BARTOLOME
JESSE,MAGLENTI,BARTOLOME
MARIBEL,DOMO-ONG,BASADRE
JESSICA,REGENIO,PANAMBO
DINAH,SALIBAY,BARRETE
MICHELLEE,RODRIGUEZ,BARRETE
ELLARNE LIM,LAO,BALICAT
IGNACIO RITCHIE,,BALICANTA
DIOSDADO,GABULE,BALHON
FRITZ NEIL,ROA,BALGUE
JUNIEMAY,MAGHANOY,PANISAL-MIRANDA
MARK JOEL,,BALGOS
CORAZON,ASIS,BALGOS
ERNESTO,ROBLES,BALIDA
AMER,,BALINDONG
ANECITO,,BALIOLA
EDITO,,BALINTONA
TEJANO,PUGONG,BALINON
ISAGANI,CORDIAL,BALINO
ARSENIO,GUZMAN,BALINHAWANG
FULGEN,,BALINAS
JESUS JET,SANTOS,BARRERA
RAYMUNDO,CAVA,BARRANCO
LOUIELEY,JOSE,BARRAMEDA
LADY JULIE GRACE,LINAOGO,BARONDA
VICTORINO,,BAROÃ‘A
LEO,,BAROÃ‘A
ESSEX,,BAROÃ‘A
PRINCE,MAQUILING,BANDIALA
SANTOS,,BALILID
ODELL,,BAROÃ‘A
JIMMY,DIONESIO,BARRIENTOS
MARION,MAGALA,BARBERO
GRADY,,BARBERO
FELIPE,JAVIER,BARBA
MOAMAR,,BARANGAI
SAIDAR,DAWANI,BARANG
ABBAS JR.,TAHIL,BARANG
JACQUELINE,FERNANDEZ,BANTIGUE
ARIDJON,SAHIBOL,BANGGAYAN
EDUARDO,DUGYAWE,BANGELAN
DANILO,IMPUESTO,BANGCORE
CONRADA,BUAGAS,BANGCAYA
VICENTE,BUHAYAN,BARBOSA
DAG,BELLEZA,PANDAN
ERWIN,FERNANDO,BAQUIAL
MARCELO,MAGHUYOP,BAQUIAL
JADIEL MANOLO,AGUSTIN,PANDONGAN
MANOLITO,RICARDO,BANTUGAN
AMELBANSA,MIMBANTAS,PANGANDAMAN
FLORANTE,BOJADOR,BANTOC
RENATO,ARCE,BANTING
RAMIDZ,ISA,BARAHIM
SITTY JALFAH,SALIC,PANDI
ANTONIO,ALARMA,BARCELON
NOEL,DALUSONG,BARCELO
CLARORECTO,BALGANION,BARCELLANO
ZENAIDA,TORRE,BANGCAYA
CYNTHIA,LAGUTIN,BANGUIS
RONALD,ROMERO,BARSANA
DIOSDADO,CAMINGAO,PANAL
ANTHONY,GALENZOGA,BARROSO
JONATHAN,,BARROS
DORRIE,OPAC,PANALANGIN
CORWIN,MANGASER,PANAHON
ERMA,ARCEO,BARRIOS
CHRISTOPHER,ARRIOLA,BARRION
MANUELA,URSUA,BARSATAN
RONILO,CATIGBE,BARRINA
NIHAYRA,MACASINDIL,PANGANDAMAN
COSME,TUBOSA,BANGALANDO
JUGIN,,BANDOLON
NORA,BAJADO,BANDILLA
VILLAMOR,,BANGLOY
SUZETTE MARIE,HILADO,BANNO
MARIETA,PERIA,BANG-OCHAN
ABEGAIL,VICTORIA,BANTEGUI
CARLITO,BALASYA,BANTAYAN
REYNALDO,SOMBILON,BANTANG
ALFREDO,ORION,PANERIO
ABDUL,BENANING,BANSAO
MARK,CHRISTOFFEL,BANQUERIGO
RENANTE,FLORES,BANGOY
SALVADOR,,BAÃ‘EZ
ALFREDO,SALDARIEGA,BAIT-IT
FIONA MARIE,MANIGSACA,RESULLAR
ROGELIO ,APOSTOL,RESULTAN
GENEVIVE,,REYES
PETER,,REYES
RAFAEL,ARCALES,REYES
MARK,,REYES
SALVACION,,REYES
COLIN,ABEN,REYES
SERGIO,BLACER,REYES
ALLAN,SISON,PINGOL
AILEEN,ARCALES,REVILLA
FREDERICK,IGUBAN,REY
SCIENCE,ADVENTO,REYES
RESTITUTO,GERONIMO,REYES
JOSE,,PINGOY
LORETO,GERONA,RESURRECCION
MARY,BALDEVARONA,ABAD
HENEDINA,,ABAD
CATHERINE,CALMA,ABACAN
GONA,SAMPAL,ABA
MA. THERESA CECILIA,CECILIA,AALA
FRANKLIN,ABSING,RESPICIO
